Year,Month,Day,MIROC-ESM
1981,12,18,85.83
1981,12,19,85.27
1981,12,20,84.83
1981,12,21,84.44
1981,12,22,84.04
1981,12,23,83.71
1981,12,24,83.41
1981,12,25,83.08
1981,12,26,82.81
1981,12,27,82.54
1981,12,28,82.25
1981,12,29,81.89
1981,12,30,81.51
1981,12,31,80.95
1982,1,1,80.47
1982,1,2,79.95
1982,1,3,88.24
1982,1,4,95.20
1982,1,5,95.20
1982,1,6,94.65
1982,1,7,94.30
1982,1,8,94.02
1982,1,9,93.73
1982,1,10,93.47
1982,1,11,93.04
1982,1,12,92.70
1982,1,13,92.53
1982,1,14,92.35
1982,1,15,92.14
1982,1,16,91.94
1982,1,17,91.60
1982,1,18,91.28
1982,1,19,90.79
1982,1,20,91.49
1982,1,21,90.92
1982,1,22,90.43
1982,1,23,89.86
1982,1,24,89.30
1982,1,25,88.84
1982,1,26,88.36
1982,1,27,87.87
1982,1,28,87.43
1982,1,29,87.08
1982,1,30,86.84
1982,1,31,86.61
1982,2,1,86.23
1982,2,2,85.94
1982,2,3,85.72
1982,2,4,85.44
1982,2,5,84.85
1982,2,6,84.26
1982,2,7,83.98
1982,2,8,83.64
1982,2,9,83.16
1982,2,10,82.83
1982,2,11,82.44
1982,2,12,81.89
1982,2,13,81.60
1982,2,14,81.20
1982,2,15,80.87
1982,2,16,80.51
1982,2,17,79.94
1982,2,18,86.17
1982,2,19,91.08
1982,2,20,90.64
1982,2,21,90.32
1982,2,22,89.70
1982,2,23,89.16
1982,2,24,88.67
1982,2,25,88.11
1982,2,26,87.53
1982,2,27,86.96
1982,2,28,86.42
1982,3,1,85.98
1982,3,2,85.48
1982,3,3,95.20
1982,3,4,95.20
1982,3,5,95.20
1982,3,6,95.20
1982,3,7,95.01
1982,3,8,94.97
1982,3,9,95.20
1982,3,10,95.20
1982,3,11,94.76
1982,3,12,94.48
1982,3,13,93.80
1982,3,14,95.20
1982,3,15,94.45
1982,3,16,95.20
1982,3,17,94.96
1982,3,18,94.31
1982,3,19,95.20
1982,3,20,95.20
1982,3,21,95.20
1982,3,22,95.20
1982,3,23,94.50
1982,3,24,93.82
1982,3,25,95.20
1982,3,26,95.20
1982,3,27,95.20
1982,3,28,95.20
1982,3,29,95.20
1982,3,30,95.20
1982,3,31,95.20
1982,4,1,95.20
1982,4,2,95.20
1982,4,3,95.20
1982,4,4,95.20
1982,4,5,93.83
1982,4,6,92.17
1982,4,7,93.76
1982,4,8,93.40
1982,4,9,93.26
1982,4,10,95.20
1982,4,11,95.20
1982,4,12,93.81
1982,4,13,92.85
1982,4,14,92.08
1982,4,15,91.38
1982,4,16,90.59
1982,4,17,95.20
1982,4,18,94.90
1982,4,19,93.50
1982,4,20,95.20
1982,4,21,94.06
1982,4,22,92.71
1982,4,23,91.46
1982,4,24,90.10
1982,4,25,88.59
1982,4,26,95.20
1982,4,27,95.20
1982,4,28,95.20
1982,4,29,95.20
1982,4,30,95.20
1982,5,1,93.69
1982,5,2,92.13
1982,5,3,93.48
1982,5,4,95.12
1982,5,5,94.77
1982,5,6,93.14
1982,5,7,91.56
1982,5,8,95.20
1982,5,9,95.20
1982,5,10,94.21
1982,5,11,93.51
1982,5,12,91.27
1982,5,13,88.44
1982,5,14,85.38
1982,5,15,83.26
1982,5,16,81.08
1982,5,17,79.58
1982,5,18,78.13
1982,5,19,76.48
1982,5,20,76.04
1982,5,21,75.29
1982,5,22,79.55
1982,5,23,81.06
1982,5,24,89.41
1982,5,25,95.20
1982,5,26,95.20
1982,5,27,94.59
1982,5,28,93.56
1982,5,29,92.60
1982,5,30,90.06
1982,5,31,88.04
1982,6,1,86.22
1982,6,2,88.21
1982,6,3,88.31
1982,6,4,86.17
1982,6,5,88.15
1982,6,6,87.73
1982,6,7,85.75
1982,6,8,83.50
1982,6,9,80.74
1982,6,10,77.20
1982,6,11,72.86
1982,6,12,70.23
1982,6,13,67.67
1982,6,14,64.89
1982,6,15,62.57
1982,6,16,60.06
1982,6,17,57.55
1982,6,18,55.10
1982,6,19,53.66
1982,6,20,49.81
1982,6,21,46.41
1982,6,22,43.95
1982,6,23,41.59
1982,6,24,39.04
1982,6,25,36.61
1982,6,26,33.66
1982,6,27,30.52
1982,6,28,27.47
1982,6,29,26.22
1982,6,30,23.56
1982,7,1,20.45
1982,7,2,17.48
1982,7,3,17.70
1982,7,4,15.69
1982,7,5,14.36
1982,7,6,23.90
1982,7,7,33.70
1982,7,8,30.97
1982,7,9,27.74
1982,7,10,32.12
1982,7,11,53.14
1982,7,12,50.73
1982,7,13,47.48
1982,7,14,44.51
1982,7,15,41.00
1982,7,16,37.42
1982,7,17,47.32
1982,7,18,57.12
1982,7,19,55.17
1982,7,20,50.44
1982,7,21,45.75
1982,7,22,43.33
1982,7,23,51.32
1982,7,24,55.81
1982,7,25,52.71
1982,7,26,49.18
1982,7,27,45.44
1982,7,28,42.48
1982,7,29,39.38
1982,7,30,38.76
1982,7,31,35.91
1982,8,1,33.43
1982,8,2,30.19
1982,8,3,27.03
1982,8,4,24.03
1982,8,5,21.57
1982,8,6,19.54
1982,8,7,17.57
1982,8,8,15.27
1982,8,9,15.27
1982,8,10,13.42
1982,8,11,11.70
1982,8,12,29.76
1982,8,13,35.84
1982,8,14,33.14
1982,8,15,30.70
1982,8,16,27.95
1982,8,17,25.07
1982,8,18,24.07
1982,8,19,21.74
1982,8,20,24.14
1982,8,21,22.06
1982,8,22,26.43
1982,8,23,24.19
1982,8,24,25.85
1982,8,25,24.14
1982,8,26,22.17
1982,8,27,20.29
